zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
36376,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36006,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35080,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35114,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35208,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35116,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35580,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36066,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36444,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36276,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36509,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36027,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36033,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36607,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36720,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36481,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36340,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36752,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36041,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35004,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35176,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36756,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35121,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36749,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35007,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35457,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36783,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36855,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35072,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36544,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35976,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36263,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36114,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35463,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35475,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36523,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36040,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35957,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36502,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36051,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35148,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36113,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35120,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36255,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36603,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35654,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36532,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36541,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35542,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36575,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35137,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36046,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36790,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36866,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35578,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35022,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35466,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36477,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35233,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35218,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35544,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35474,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35124,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35210,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36279,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35213,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36258,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36269,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36527,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35118,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35406,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35954,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36116,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36853,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35972,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35464,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36879,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36612,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35285,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36740,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35405,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36553,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35119,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36201,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35130,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36260,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35906,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35214,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35504,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35223,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36312,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36750,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35085,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36456,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35051,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35226,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35593,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36482,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35023,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36432,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35045,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36751,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35401,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36117,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36032,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36031,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36870,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35443,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36675,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36548,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36784,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36571,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35042,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36543,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36351,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36305,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35244,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35034,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36451,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36615,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35541,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36871,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35570,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35581,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36320,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36024,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36353,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35990,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35126,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36344,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35553,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35447,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36425,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36921,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35576,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35564,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36036,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36908,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35040,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35459,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36915,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36801,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36768,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36877,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36793,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35188,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35254,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35461,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36274,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36345,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35653,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36608,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35490,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35117,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36916,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36767,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35571,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35594,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36528,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36732,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36742,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35550,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36330,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36610,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36112,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36067,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36026,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35143,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35151,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36617,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35049,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35549,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35565,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36207,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36105,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36053,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36108,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35582,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35487,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35458,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35046,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35980,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35584,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35083,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36579,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36020,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35960,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35243,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36726,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36278,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35904,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35033,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36205,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36619,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36572,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35173,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35579,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36904,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36318,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35206,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36587,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35207,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36005,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35449,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35053,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35242,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36104,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35181,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36776,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35574,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36111,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36874,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35096,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35180,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35014,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
36272,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35054,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
35217,195,Alabama Power Co,AL,Bundled,Investor Owned,0.14839918366967444,0.07954381576473578,0.16771992972770178
